year,alumno_dni,sede_id,grado_id,secretario_dni
1988,65669827,37,10,80170840
1991,65796850,91,7,91438031
1995,15415665,119,0,74050606
1993,18385773,106,2,33813653
1980,36719543,87,9,57853117
2019,97633568,156,8,69882415
2020,75303278,191,10,70216815
1972,44232232,139,4,95355187
2002,28371772,22,6,92174886
1997,85522204,131,1,45393388
2019,70504569,152,6,82250466
2012,22605086,49,6,28118402
1986,17510847,55,10,46196611
1974,71211333,135,1,87938529
1967,85830360,86,5,98089017
1994,34671050,116,4,89328333
1974,53665412,129,0,95187384
2000,78873928,58,0,14021068
2003,99976081,138,10,58918011
1994,65690565,71,3,41508122
1989,79776251,84,5,88145182
2004,55409484,173,2,93860587
1998,31669814,133,9,21796434
1984,83407926,114,6,31239562
2020,35017065,101,3,10937527
1993,52195918,174,8,61101354
1998,70506344,116,7,85717573
2006,94028966,191,2,66925013
1970,32724035,166,7,81714255
1981,93972839,52,7,60050520
1994,22548924,198,8,80096798
1974,68862551,133,9,82671860
2020,70842255,160,4,32998804
1965,65537460,115,8,55786450
1991,49702117,28,1,13091847
1994,85553814,197,8,37113628
1985,92099708,168,4,28630706
1982,64509125,169,6,59418083
2002,87667809,60,9,17751908
2015,18752982,8,9,64924797
2008,76360089,66,4,87257215
2010,40810861,110,8,47852413
1966,91206847,7,6,13091847
2004,82929065,53,4,88304621
2003,96195405,77,1,17458337
2010,17084780,113,1,39165631
1962,17349693,54,1,84315412
2004,24441482,34,9,48301295
2010,12877883,169,0,28299555
1974,51728376,102,8,80723249
1988,57270140,165,2,76387211
1961,75983998,157,8,60446070
2014,23807676,26,1,39960340
1988,49751927,110,6,55397892
2009,35136298,14,6,16429480
1999,89403270,190,0,86700604
1983,15600055,168,8,26518417
1961,27986766,104,8,68497405
1978,66087025,65,0,79258337
2015,90284461,150,9,50922613
1969,77922128,161,9,91158868
1966,44536011,96,6,40954745
2014,97776194,62,2,83615217
2013,86566861,94,10,11083659
1974,28245950,1,1,88748631
1967,26741321,161,6,41147758
2021,31891419,7,4,30639393
1975,23414607,69,8,36238590
2021,22046583,111,1,16464756
1963,45493927,162,2,74234286
1989,31666476,190,1,46174340
1997,30678531,121,6,42350703
2008,73352190,120,8,61612990
1992,17733876,141,3,86873452
2009,79209650,185,4,84251318
1968,77935655,192,4,42222557
1967,95511847,130,5,30639393
1976,44903251,151,2,75567741
2013,28834860,61,2,95967337
1963,18366148,104,7,12134091
1984,21455839,36,6,91095254
2016,53245157,23,8,76483961
1984,14657869,45,8,31400363
1966,10888050,187,9,87383801
1965,42133839,10,0,61158455
2008,43108437,29,5,32429104
1974,58070378,28,10,21991230
1989,26858289,41,9,65835678
2006,50375966,148,10,93348902
2002,33017060,194,0,59418083
2018,76385279,68,6,86986254
2000,65690565,66,2,65984496
2001,38063921,76,2,95393861
2002,44354102,173,10,49365029
2023,85741625,10,9,51691002
2018,24659844,37,8,76727639
1993,67876943,158,2,58974527
1961,19179052,1,4,59398756
2023,14418807,155,8,61101354
1979,41621769,142,0,72870578
2000,58824069,41,1,43427569
1961,73322361,80,0,14013206
2008,83436000,178,5,87156251
1998,58003194,36,9,43471044
2008,64039765,92,1,86923217
1994,57865423,7,4,67699846
1992,77477849,24,0,81316860
2011,37643214,32,9,85812613
2021,27816356,3,7,24875747
1997,21559413,43,8,60050520
1994,99554322,119,7,66397044
1980,35570854,181,8,92174886
1989,57349433,7,6,60686817
1999,72186326,95,0,87980723
1966,22870064,136,3,17526448
2006,86129249,8,2,49888021
2009,66437585,82,0,55397892
1998,82398620,63,1,34864026
2023,86270267,49,4,86505965
2015,69664092,82,8,25085077
1980,92631610,42,4,76483961
1963,68024756,134,9,27744859
1965,70282677,150,9,47298355
1983,39844172,157,10,99016350
1969,25425347,77,7,27932477
1965,79425343,174,6,23498271
2005,37070772,159,10,80755606
1985,85990275,37,5,92883685
1970,68218968,50,3,77719997
1975,40896968,5,5,73882436
1996,80247781,128,1,39932644
2005,80806779,162,9,94881708
1967,50154554,103,3,11753440
1991,23774509,35,7,78225813
2012,51792716,69,0,73275475
1982,36710068,90,6,71595409
2024,37677023,110,10,12202691
2017,98491342,182,9,30812829
1973,39101086,135,5,30820703
1992,68418141,127,10,28734160
2000,41312671,197,10,80947643
1996,65703173,152,10,42222557
1977,89018052,188,4,22367015
2021,29353470,110,0,90156771
2016,38930922,39,5,66174785
1967,14608754,148,2,48202683
2004,93662565,142,5,32263140
2011,59651730,29,9,61399382
1971,64276527,44,2,87753601
2009,28053047,188,2,30784187
1981,24840306,41,9,91948687
2013,55340892,109,1,37346758
2014,91573490,47,0,56129937
1965,73463154,114,2,97165450
2011,10288451,39,2,20793565
1999,90814724,73,2,83919218
2005,44556790,177,3,55894665
1980,74969454,165,2,54755621
1967,15375976,5,5,65655113
1961,58336152,92,6,38021595
1967,92284614,47,6,74932162
2015,37573632,158,4,32998804
1985,36693529,151,4,68082773
2008,76628466,63,6,78368759
2004,81719400,182,6,20936594
1988,23411173,154,2,63018266
1964,55458074,30,4,49788205
1962,19345464,169,9,22051101
1974,69590824,3,1,63107172
1984,75019166,109,8,58962674
1988,97693346,188,1,34846304
1997,58280735,49,5,14155931
1960,27542092,176,9,78822229
1975,96704413,72,2,82157982
1977,33901004,187,9,24611896
1999,46659158,180,7,91312467
1975,83380451,94,3,81985136
1971,63796333,34,4,53572400
1974,97815177,87,9,30722948
2021,14367056,187,3,75291843
2015,90063579,115,6,14029037
1989,13630089,38,0,89619682
1985,71374448,114,4,18237319
1989,78913316,184,6,63107172
1997,21223479,149,8,42617352
2021,11155424,133,9,68057574
1998,21897019,17,5,83783735
1989,62867228,5,3,88304621
1964,72880763,163,4,11950053
1988,30280954,104,10,14891736
1980,39053913,55,6,64797039
1967,89004134,103,10,80686857
1966,30951150,16,2,66925013
2015,69448931,101,1,24875747
2006,37961145,56,9,67805239
1997,61455239,78,10,88748631
1995,77266620,97,6,18075370
1993,44416480,186,4,13230352
2000,61660501,164,8,52851945
2022,67091129,67,3,72870578
2001,46172276,153,6,23877949
2003,49380911,48,8,12465523
1965,77209410,26,1,29358527
2022,44109215,88,6,27259027
1996,78168743,49,1,19871871
1964,96255346,116,9,46692573
1994,95941256,197,2,15812874
2013,97044252,139,6,69704446
1979,32724035,76,3,34481372
1970,84610677,16,10,99227660
2019,62101324,185,1,74858688
2008,23938535,107,7,33882291
1969,65885798,81,9,37047632
1967,99013953,128,2,32423210
1966,14853677,4,5,82690661
2024,81831294,141,7,41052046
1964,55896984,64,2,75135123
1997,16072460,114,1,30784187
1977,96159597,70,5,91228604
2020,15653797,117,9,27342526
2004,17735548,1,5,11950053
1986,79956593,158,8,55221922
1996,30699744,176,4,83783735
2007,66759716,40,6,61101354
2004,18257302,80,0,12565446
1964,61694837,133,8,36580157
1993,86371197,116,1,82689694
1979,54025549,87,8,80238656
2010,83383225,103,7,92883685
2019,24936878,100,6,20297915
1988,37111399,43,10,11556887
1998,59587789,66,7,85318414
2010,34849236,188,2,84875379
1976,45026665,14,2,42599370
1998,75785318,18,2,69071511
2010,32748553,3,5,32423210
2008,73728235,6,8,59638222
2000,18855157,124,1,59418083
2002,49062162,112,9,37113906
1981,97914256,99,3,58404871
1979,97458612,6,10,16886953
1971,23037854,71,10,76337867
2024,50471398,3,7,39081442
2004,64612092,13,1,12598346
1988,75772077,61,6,98226854
2019,45079179,83,10,54373215
1994,45081739,142,2,99214289
2002,50992138,148,7,47171602
1966,26293702,100,1,53231018
1960,62030679,92,4,44619262
2015,51089849,122,6,73882436
1980,45816453,185,10,80802007
2012,37799345,91,9,80458126
1974,23694989,120,2,95472429
2010,81544873,180,2,56162032
1976,93654432,188,3,36428974
1974,94026558,69,10,10324368
1980,16007477,30,2,76923053
2012,59933556,167,5,42477685
1960,69156414,80,1,15015308
2011,99584866,192,1,30784187
2015,89115127,181,10,97023466
1974,52836981,188,6,89246767
2002,38817003,179,7,72870578
2004,79096423,155,4,18740433
1961,86300975,145,4,32384004
1992,56440093,160,6,87753601
1980,14453119,178,10,31556497
1978,10018683,149,6,44034866
1996,17325980,59,9,41332100
2000,24610302,112,9,40189318
1975,68036412,75,4,78417968
2011,83714676,130,0,77103578
1963,73244305,20,6,47005728
1985,75799044,194,7,66380085
2003,16426857,59,1,72544992
1996,90936256,145,6,83919218
1970,66483263,115,4,78248095
2010,64213978,162,4,90753720
2012,60985704,191,1,69329183
1973,77063933,128,4,84009537
1970,80828902,82,9,78219794
1964,49237163,85,5,64749612
1972,13748603,108,5,74354094
1983,80968462,26,7,54929289
2014,88309966,109,7,88831855
1984,57018533,38,2,25085077
1978,48732121,27,7,18861313
1966,30755217,144,9,84251318
1967,50357709,30,8,70650299
1961,10980402,9,6,76509653
1975,15739707,115,1,89246767
2024,14757826,0,10,21639546
2011,78149593,114,5,61215201
2005,85985703,45,0,86405046
2009,59179783,113,4,78756112
1974,55771792,127,6,86986254
2022,62745743,104,8,13800456
2001,21498258,102,3,11521573
2006,36188807,167,5,30877461
2021,64604252,171,6,86439609
1980,33921031,1,4,84510670
1971,15157999,132,5,48044199
1989,75063880,95,5,62985071
1975,64483965,131,6,62338589
1973,79977355,68,9,11984403
1997,24878724,44,1,74995964
2019,36800790,134,1,30445774
2016,71469810,100,2,18237319
2019,28678631,17,9,80390967
2017,98117362,11,9,79700036
1981,82360923,193,0,16036125
2006,32235726,32,4,57750788
1961,88712842,109,6,41052046
1962,28611556,40,2,56586770
2010,40902388,66,5,51430985
1990,77862268,57,3,94822932
2017,12468577,196,1,55927559
1975,10051535,86,3,17080077
1991,52775501,76,2,64673067
2006,82941179,83,4,88748631
2005,92532400,41,0,87753601
1983,63680496,64,8,65473211
1963,84756321,74,3,12598346
2002,58414350,80,4,72870578
2011,56212685,111,10,65835678
1997,62087442,116,4,70655389
1962,16963662,161,8,21991230
2014,68279879,154,6,53470572
2007,19639004,175,10,54755621
1997,91646079,37,10,94222863
1984,66383993,104,5,57750788
2002,70347660,181,2,87156251
1972,63265707,62,2,14706732
1987,35770547,145,10,32708049
1967,90499363,11,1,20801963
2021,68421403,147,2,29630533
1964,15536677,173,2,97011519
2008,41003124,140,0,83011863
2010,64716300,94,4,60511570
1960,45635010,55,4,71191877
1984,43236430,15,7,36032205
1983,46996754,192,9,49888021
2000,27929532,55,9,64301174
2003,43477867,49,2,40513649
1997,17624026,72,6,52851945
2014,44093667,61,3,10968600
1997,75190141,148,8,30820703
1965,76737447,100,9,51165190
1986,54591670,93,10,34846304
1990,39278986,100,4,52768905
1980,90225057,75,8,20936594
2012,31273376,19,7,46430350
2002,61186532,38,5,93119592
1977,32789591,128,6,37762916
1963,80594394,41,0,37512142
1999,68161017,64,7,88748631
1991,90884039,198,7,22871055
1987,49656687,116,3,59828024
2000,89039957,15,0,13632955
1978,44042868,175,9,43471044
1983,21224451,124,0,27725212
2000,98192550,54,6,71864099
1990,91302762,33,3,86505965
2019,47867386,124,9,88919662
2011,17625367,44,10,54771200
2000,33057084,143,8,38155086
1964,34362575,27,2,44977475
1981,75654109,75,1,72991027
1979,14180590,165,10,75929509
1983,66316708,97,8,93261216
1975,12665349,41,8,61855668
1973,96132499,66,5,74356133
2008,77438723,27,6,90753720
2003,97029449,21,2,50108391
1986,45170530,4,0,86439609
2018,63700499,135,3,58458356
1973,13969100,79,4,67176138
2005,91750028,79,7,51691002
1962,31167128,25,3,68296015
2015,57818174,47,10,54573502
1978,67922360,96,0,23774225
2001,95574951,41,0,46407859
2018,59948629,64,6,84145713
1977,35387005,199,4,69995244
1962,36736689,10,5,40513649
2001,69890177,9,3,62889235
1989,23555052,125,8,54225925
2002,28293933,199,6,61215201
2019,62929528,3,1,82157982
1962,84239923,18,7,56158727
1963,95852877,186,4,74015733
1979,47521525,187,9,28118402
2022,69243803,16,2,12465523
1968,41362924,175,6,51430985
2001,69196278,157,9,65164201
1966,52652209,145,2,51347379
1965,93283061,180,8,18989522
1972,39563489,108,8,62342514
2007,89731036,58,10,18237319
2018,99093957,176,7,87383801
2023,57951485,150,6,92478159
1983,92664460,139,9,94454462
2018,24471175,111,4,22857266
2010,70629215,29,4,59562277
2000,32207338,84,4,96624521
1980,54473591,86,5,44729629
2023,40965307,141,4,12465523
2004,14251581,53,6,60306471
1970,16070425,58,9,94157145
1964,93402531,25,2,95393861
1994,60645860,133,8,31556497
1973,83732564,156,10,57950282
1997,76824671,124,10,81316860
1967,75938371,140,5,43427569
2004,15558984,198,3,86546792
2024,66526843,179,10,62889235
1980,78874805,187,9,75697193
1993,26717288,143,10,59374270
2020,57303344,27,6,68920668
1988,50836439,102,0,52268876
2020,74201181,97,7,11612090
1963,54580954,81,0,40679129
1997,22122409,139,4,64743179
2014,63708827,76,6,50099456
2012,69014279,98,6,45757972
1979,60712316,166,2,29202652
1975,55990373,25,1,99012873
2023,53835642,1,9,52851945
1973,64794948,10,5,69715015
1975,72770748,115,3,97794913
1993,58483994,54,6,69715015
1981,90099077,57,0,36449692
2002,22543589,43,3,17078513
1974,66804039,165,8,46145725
1984,48498348,105,2,49727848
2008,94367786,58,5,64743179
1981,98650751,197,4,98226854
1980,49232440,105,10,40189318
1997,96406332,137,5,37512142
1980,52857229,178,10,83499275
1969,16037469,157,8,19027272
1962,91055129,178,4,15625322
2010,92547074,176,10,87578331
1993,51779920,124,6,65807457
2023,61894071,98,4,41665798
1998,97319589,58,0,89619682
1984,43677925,72,1,92197528
2002,25558575,87,1,38954823
1985,75175472,56,10,67546880
2006,19210673,67,6,16429480
2003,82410139,39,3,73645032
1988,31308383,147,7,80170840
1977,13210917,4,6,48376483
2008,81905971,171,3,28413959
2000,46066384,176,8,16439612
1979,80959841,179,1,58458356
1961,89312209,92,3,41508122
2003,23026445,107,5,42350703
1982,43033134,134,9,24915662
1964,31136199,196,7,75135123
2002,61918972,129,2,42442783
1967,82447051,22,9,58676583
1993,83458651,21,10,13275931
1967,26151584,14,5,16439612
1989,55642374,34,5,74356133
2013,87581430,68,1,92846659
1966,33835277,154,3,71283828
2016,28401458,87,0,35516510
1964,50428724,126,10,45554708
2018,68137135,164,6,81473290
2003,71760086,33,6,22871055
1986,92807635,56,9,48755750
2010,33946665,92,6,77103578
1992,47941808,77,0,54670832
2022,45250854,161,5,99214289
1966,77403762,159,0,81473290
1991,61334162,153,10,13890934
2016,25808283,117,5,83046586
1967,13832833,25,7,41129971
2004,83370652,195,7,17305331
1997,84229800,70,8,47005728
1963,17346736,95,0,13275931
1986,10586827,55,6,29459543
1974,99250002,115,4,22479389
1983,86176493,134,8,54929289
2012,10449456,123,6,66380085
1976,64741727,6,1,30820703
1982,77078717,3,5,61123676
1977,95792245,185,9,79002354
2007,50370907,56,3,21796434
1966,73195032,40,7,83011863
1972,63192656,129,7,77719997
1975,22668660,147,7,17131126
1990,33373656,180,0,65039781
1997,11646087,80,10,94471700
1977,33352905,180,0,79258337
1978,74812936,6,9,13636480
2000,16056680,24,3,53145175
1980,92732553,163,8,18923951
1962,65194553,106,9,94769623
1971,29432428,5,3,98830609
2003,95340507,102,3,16464756
2009,31372071,32,5,73645820
1975,22102167,40,2,36388784
2010,41327104,160,6,68847646
2012,35987481,193,10,42819941
1978,16184985,146,5,42617352
2005,56854631,174,0,87538637
2024,26879211,181,6,95889804
2016,78029018,48,6,39656245
1978,80663811,62,7,93837308
1976,69587146,105,7,77181593
2005,61761557,103,7,31870602
1972,67298032,34,6,47570378
1993,11502027,44,10,46431386
2015,45197420,109,5,45554708
1994,23022607,124,3,20933961
1960,67493831,16,1,35825952
2012,10313965,29,7,64670862
1977,89875544,118,9,23774225
1998,99953911,106,7,94222863
1998,87890611,127,0,89003613
2015,10978500,186,4,78822229
1964,16581935,170,10,83108534
1988,12138484,146,0,70925117
1977,51340176,162,8,40939551
2004,67140592,125,9,85812613
1990,97233300,139,8,56945147
1973,38480717,136,7,64670862
2014,10840245,117,7,52431704
2020,75483525,57,8,27011433
2004,32161448,171,5,24875747
2014,13932278,170,5,22051101
2011,26737481,105,3,48269724
1960,83023335,78,3,98226854
2016,49580247,191,4,36713997
2004,78069337,32,9,97165450
2021,80027288,97,3,91438031
1985,18536760,182,4,91312467
1996,35880314,45,8,45859654
1995,57838051,179,3,69800314
1996,32168432,82,1,16036125
1990,56115417,104,1,49422927
1995,72448251,7,6,70650299
1981,77905333,191,3,11091908
1967,15935208,26,10,19100126
1963,51585565,69,5,56804921
1989,95477508,189,3,59418083
1967,65523202,56,0,63018266
1988,41267560,55,0,72991027
2005,71097064,25,6,78620695
2021,57152852,98,8,22919089
1987,67145809,78,2,96516762
1994,21863144,83,8,41129971
1994,55748163,143,1,64301174
1979,29884236,184,5,19431825
1970,81221944,52,1,36937724
1964,47691593,24,1,53316110
2019,90408153,65,9,74746598
1989,87519539,153,3,17071800
1962,57673108,17,7,41651365
2013,78116535,69,10,11083659
2003,98517164,151,7,45295375
1996,16043112,65,8,83896981
2017,99411392,66,10,70745568
1990,20161338,3,1,13110915
1998,52738813,126,3,96849203
1968,31244620,97,7,96849203
1971,31872996,160,3,23098840
1982,21911190,199,5,57283875
1999,26837543,57,7,90753720
1997,19145054,137,9,30663283
1968,97901638,117,3,55786450
2012,50198303,146,8,31968595
2010,72331297,156,9,79002354
1992,81811316,40,2,66397044
2024,12591954,33,10,86753553
1970,49901593,155,4,86753553
1993,78372012,137,8,85812613
1992,27556022,157,2,11160108
1999,48889050,62,5,11083659
1989,88563879,158,5,83450049
1981,41746699,86,7,86546792
2011,92415348,123,8,28118402
2023,91223552,139,5,56945147
2022,38801624,189,7,89149796
1996,15323340,79,6,59134852
1968,78808121,104,9,11968892
1973,36219041,82,7,21452222
2000,62664696,158,0,54079073
1971,45870050,157,10,18237319
2021,92088881,147,9,67372264
1982,74344169,196,9,35766314
2012,99265682,62,7,34711743
2011,54945525,129,0,51165190
1971,70204224,85,0,18923951
1971,92960648,130,3,13708316
1998,98952422,175,7,89279922
1963,95413864,42,2,75567741
1992,63612138,41,5,32936755
1997,26138881,124,2,36032205
1999,75206676,2,4,40528155
1998,44331345,183,6,87345480
2012,71544832,66,3,93602010
1983,15943456,145,8,61477321
1998,58729617,71,2,21452222
1968,19200740,77,8,48269724
1977,86878588,104,0,65817641
2017,44839264,169,5,53625651
2007,55775220,137,8,57853117
2021,63774755,175,8,39165631
1991,48964778,141,1,67718738
1970,30543185,9,4,68733972
1987,51581719,176,9,48044199
2006,91219340,72,1,78153771
1977,64617027,89,3,63202920
1989,97816027,72,4,47428472
1990,66852198,148,1,39696182
1982,59416711,67,2,30445774
1975,71776086,127,5,37833104
2023,85826672,124,5,45295375
1999,20293152,50,10,81608868
1976,30359822,151,5,14823506
2016,56439651,83,8,60050520
2016,84379379,194,2,14891736
1981,80412291,75,7,18051802
2023,47387359,116,8,10522482
1991,17366231,1,1,87073275
1988,60658710,4,9,95889804
2021,91552941,4,7,63381940
1997,88078263,109,1,15248713
1984,17893279,34,0,32384004
1978,67831066,101,10,14645824
2020,31835700,8,7,78304320
1995,11202317,27,10,96813226
1994,50904963,135,3,55744815
1987,10750722,84,1,22692404
2002,55511105,99,8,91109343
1978,13064853,114,9,69995244
2010,56032416,57,9,97562785
2016,80049573,191,9,37113906
1967,95180033,189,7,14352588
1986,78029018,68,8,80557208
1989,12354327,162,8,54670832
1991,69391091,182,5,76337867
2001,91013873,42,2,65367513
